"id";"state_id";"state_code";"name";"no_accents"
54;1;"AC";"Assis Brasil";"Assis Brasil"
55;1;"AC";"Brasiléia";"Brasileia"
56;1;"AC";"Bujari";"Bujari"
57;1;"AC";"Capixaba";"Capixaba"
58;1;"AC";"Cruzeiro do Sul";"Cruzeiro do Sul"
59;1;"AC";"Epitaciolândia";"Epitaciolandia"
60;1;"AC";"Feijó";"Feijo"
61;1;"AC";"Jordão";"Jordao"
62;1;"AC";"Mâncio Lima";"Mancio Lima"
63;1;"AC";"Manoel Urbano";"Manoel Urbano"
64;1;"AC";"Marechal Thaumaturgo";"Marechal Thaumaturgo"
65;1;"AC";"Plácido de Castro";"Placido de Castro"
66;1;"AC";"Porto Walter";"Porto Walter"
67;1;"AC";"Rio Branco";"Rio Branco"
68;1;"AC";"Rodrigues Alves";"Rodrigues Alves"
69;1;"AC";"Santa Rosa do Purus";"Santa Rosa do Purus"
70;1;"AC";"Senador Guiomard";"Senador Guiomard"
71;1;"AC";"Sena Madureira";"Sena Madureira"
72;1;"AC";"Tarauacá";"Tarauaca"
73;1;"AC";"Xapuri";"Xapuri"
74;1;"AC";"Porto Acre";"Porto Acre"
75;4;"AM";"Alvarães";"Alvaraes"
76;4;"AM";"Amaturá";"Amatura"
77;4;"AM";"Anamã";"Anama"
78;4;"AM";"Anori";"Anori"
79;4;"AM";"Apuí";"Apui"
80;4;"AM";"Atalaia do Norte";"Atalaia do Norte"
81;4;"AM";"Autazes";"Autazes"
82;4;"AM";"Barcelos";"Barcelos"
83;4;"AM";"Barreirinha";"Barreirinha"
84;4;"AM";"Benjamin Constant";"Benjamin Constant"
85;4;"AM";"Beruri";"Beruri"
86;4;"AM";"Boa Vista do Ramos";"Boa Vista do Ramos"
87;4;"AM";"Boca do Acre";"Boca do Acre"
88;4;"AM";"Borba";"Borba"
89;4;"AM";"Caapiranga";"Caapiranga"
90;4;"AM";"Canutama";"Canutama"
91;4;"AM";"Carauari";"Carauari"
92;4;"AM";"Careiro";"Careiro"
93;4;"AM";"Careiro da Várzea";"Careiro da Varzea"
94;4;"AM";"Coari";"Coari"
95;4;"AM";"Codajás";"Codajas"
96;4;"AM";"Eirunepé";"Eirunepe"
97;4;"AM";"Envira";"Envira"
98;4;"AM";"Fonte Boa";"Fonte Boa"
99;4;"AM";"Guajará";"Guajara"
100;4;"AM";"Humaitá";"Humaita"
101;4;"AM";"Ipixuna";"Ipixuna"
102;4;"AM";"Iranduba";"Iranduba"
103;4;"AM";"Itacoatiara";"Itacoatiara"
104;4;"AM";"Itamarati";"Itamarati"
105;4;"AM";"Itapiranga";"Itapiranga"
106;4;"AM";"Japurá";"Japura"
107;4;"AM";"Juruá";"Jurua"
108;4;"AM";"Jutaí";"Jutai"
109;4;"AM";"Lábrea";"Labrea"
110;4;"AM";"Manacapuru";"Manacapuru"
111;4;"AM";"Manaquiri";"Manaquiri"
112;4;"AM";"Manaus";"Manaus"
113;4;"AM";"Manicoré";"Manicore"
114;4;"AM";"Maraã";"Maraa"
115;4;"AM";"Maués";"Maues"
116;4;"AM";"Nhamundá";"Nhamunda"
117;4;"AM";"Nova Olinda do Norte";"Nova Olinda do Norte"
118;4;"AM";"Novo Airão";"Novo Airao"
119;4;"AM";"Novo Aripuanã";"Novo Aripuana"
120;4;"AM";"Parintins";"Parintins"
121;4;"AM";"Pauini";"Pauini"
122;4;"AM";"Presidente Figueiredo";"Presidente Figueiredo"
123;4;"AM";"Rio Preto da Eva";"Rio Preto da Eva"
124;4;"AM";"Santa Isabel do Rio Negro";"Santa Isabel do Rio Negro"
125;4;"AM";"Santo Antônio do Içá";"Santo Antonio do Ica"
126;4;"AM";"São Gabriel da Cachoeira";"Sao Gabriel da Cachoeira"
127;4;"AM";"São Paulo de Olivença";"Sao Paulo de Olivenca"
128;4;"AM";"São Sebastião do Uatumã";"Sao Sebastiao do Uatuma"
129;4;"AM";"Silves";"Silves"
130;4;"AM";"Tabatinga";"Tabatinga"
131;4;"AM";"Tapauá";"Tapaua"
132;4;"AM";"Tefé";"Tefe"
133;4;"AM";"Tonantins";"Tonantins"
134;4;"AM";"Uarini";"Uarini"
135;4;"AM";"Urucará";"Urucara"
136;4;"AM";"Urucurituba";"Urucurituba"
137;27;"RR";"Amajari";"Amajari"
138;27;"RR";"Alto Alegre";"Alto Alegre"
139;27;"RR";"Boa Vista";"Boa Vista"
140;27;"RR";"Bonfim";"Bonfim"
141;27;"RR";"Cantá";"Canta"
142;27;"RR";"Caracaraí";"Caracarai"
143;27;"RR";"Caroebe";"Caroebe"
144;27;"RR";"Iracema";"Iracema"
145;27;"RR";"Mucajaí";"Mucajai"
146;27;"RR";"Normandia";"Normandia"
147;27;"RR";"Pacaraima";"Pacaraima"
148;27;"RR";"Rorainópolis";"Rorainopolis"
149;27;"RR";"São João da Baliza";"Sao Joao da Baliza"
150;27;"RR";"São Luiz";"Sao Luiz"
151;27;"RR";"Uiramutã";"Uiramuta"
152;14;"PA";"Abaetetuba";"Abaetetuba"
153;14;"PA";"Abel Figueiredo";"Abel Figueiredo"
154;14;"PA";"Acará";"Acara"
155;14;"PA";"Afuá";"Afua"
156;14;"PA";"Água Azul do Norte";"Agua Azul do Norte"
157;14;"PA";"Alenquer";"Alenquer"
158;14;"PA";"Almeirim";"Almeirim"
159;14;"PA";"Altamira";"Altamira"
160;14;"PA";"Anajás";"Anajas"
161;14;"PA";"Ananindeua";"Ananindeua"
162;14;"PA";"Anapu";"Anapu"
163;14;"PA";"Augusto Corrêa";"Augusto Correa"
164;14;"PA";"Aurora do Pará";"Aurora do Para"
165;14;"PA";"Aveiro";"Aveiro"
166;14;"PA";"Bagre";"Bagre"
167;14;"PA";"Baião";"Baiao"
168;14;"PA";"Bannach";"Bannach"
169;14;"PA";"Barcarena";"Barcarena"
170;14;"PA";"Belém";"Belem"
171;14;"PA";"Belterra";"Belterra"
172;14;"PA";"Benevides";"Benevides"
173;14;"PA";"Bom Jesus do Tocantins";"Bom Jesus do Tocantins"
174;14;"PA";"Bonito";"Bonito"
175;14;"PA";"Bragança";"Braganca"
176;14;"PA";"Brasil Novo";"Brasil Novo"
177;14;"PA";"Brejo Grande do Araguaia";"Brejo Grande do Araguaia"
178;14;"PA";"Breu Branco";"Breu Branco"
179;14;"PA";"Breves";"Breves"
180;14;"PA";"Bujaru";"Bujaru"
181;14;"PA";"Cachoeira do Piriá";"Cachoeira do Piria"
182;14;"PA";"Cachoeira do Arari";"Cachoeira do Arari"
183;14;"PA";"Cametá";"Cameta"
184;14;"PA";"Canaã dos Carajás";"Canaa dos Carajas"
185;14;"PA";"Capanema";"Capanema"
186;14;"PA";"Capitão Poço";"Capitao Poco"
187;14;"PA";"Castanhal";"Castanhal"
188;14;"PA";"Chaves";"Chaves"
189;14;"PA";"Colares";"Colares"
190;14;"PA";"Conceição do Araguaia";"Conceicao do Araguaia"
191;14;"PA";"Concórdia do Pará";"Concordia do Para"
192;14;"PA";"Cumaru do Norte";"Cumaru do Norte"
193;14;"PA";"Curionópolis";"Curionopolis"
194;14;"PA";"Curralinho";"Curralinho"
195;14;"PA";"Curuá";"Curua"
196;14;"PA";"Curuçá";"Curuca"
197;14;"PA";"Dom Eliseu";"Dom Eliseu"
198;14;"PA";"Eldorado dos Carajás";"Eldorado dos Carajas"
199;14;"PA";"Faro";"Faro"
200;14;"PA";"Floresta do Araguaia";"Floresta do Araguaia"
201;14;"PA";"Garrafão do Norte";"Garrafao do Norte"
202;14;"PA";"Goianésia do Pará";"Goianesia do Para"
203;14;"PA";"Gurupá";"Gurupa"
204;14;"PA";"Igarapé-Açu";"Igarape-Acu"
205;14;"PA";"Igarapé-Miri";"Igarape-Miri"
206;14;"PA";"Inhangapi";"Inhangapi"
207;14;"PA";"Ipixuna do Pará";"Ipixuna do Para"
208;14;"PA";"Irituia";"Irituia"
209;14;"PA";"Itaituba";"Itaituba"
210;14;"PA";"Itupiranga";"Itupiranga"
211;14;"PA";"Jacareacanga";"Jacareacanga"
212;14;"PA";"Jacundá";"Jacunda"
213;14;"PA";"Juruti";"Juruti"
214;14;"PA";"Limoeiro do Ajuru";"Limoeiro do Ajuru"
215;14;"PA";"Mãe do Rio";"Mae do Rio"
216;14;"PA";"Magalhães Barata";"Magalhaes Barata"
217;14;"PA";"Marabá";"Maraba"
218;14;"PA";"Maracanã";"Maracana"
219;14;"PA";"Marapanim";"Marapanim"
220;14;"PA";"Marituba";"Marituba"
221;14;"PA";"Medicilândia";"Medicilandia"
222;14;"PA";"Melgaço";"Melgaco"
223;14;"PA";"Mocajuba";"Mocajuba"
224;14;"PA";"Moju";"Moju"
225;14;"PA";"Mojuí dos Campos";"Mojui dos Campos"
226;14;"PA";"Monte Alegre";"Monte Alegre"
227;14;"PA";"Muaná";"Muana"
228;14;"PA";"Nova Esperança do Piriá";"Nova Esperanca do Piria"
229;14;"PA";"Nova Ipixuna";"Nova Ipixuna"
230;14;"PA";"Nova Timboteua";"Nova Timboteua"
231;14;"PA";"Novo Progresso";"Novo Progresso"
232;14;"PA";"Novo Repartimento";"Novo Repartimento"
233;14;"PA";"Óbidos";"Obidos"
234;14;"PA";"Oeiras do Pará";"Oeiras do Para"
235;14;"PA";"Oriximiná";"Oriximina"
236;14;"PA";"Ourém";"Ourem"
237;14;"PA";"Ourilândia do Norte";"Ourilandia do Norte"
238;14;"PA";"Pacajá";"Pacaja"
239;14;"PA";"Palestina do Pará";"Palestina do Para"
240;14;"PA";"Paragominas";"Paragominas"
241;14;"PA";"Parauapebas";"Parauapebas"
242;14;"PA";"Pau D'Arco";"Pau D'Arco"
243;14;"PA";"Peixe-Boi";"Peixe-Boi"
244;14;"PA";"Piçarra";"Picarra"
245;14;"PA";"Placas";"Placas"
246;14;"PA";"Ponta de Pedras";"Ponta de Pedras"
247;14;"PA";"Portel";"Portel"
248;14;"PA";"Porto de Moz";"Porto de Moz"
249;14;"PA";"Prainha";"Prainha"
250;14;"PA";"Primavera";"Primavera"
251;14;"PA";"Quatipuru";"Quatipuru"
252;14;"PA";"Redenção";"Redencao"
253;14;"PA";"Rio Maria";"Rio Maria"
254;14;"PA";"Rondon do Pará";"Rondon do Para"
255;14;"PA";"Rurópolis";"Ruropolis"
256;14;"PA";"Salinópolis";"Salinopolis"
257;14;"PA";"Salvaterra";"Salvaterra"
258;14;"PA";"Santa Bárbara do Pará";"Santa Barbara do Para"
259;14;"PA";"Santa Cruz do Arari";"Santa Cruz do Arari"
260;14;"PA";"Santa Isabel do Pará";"Santa Isabel do Para"
261;14;"PA";"Santa Luzia do Pará";"Santa Luzia do Para"
262;14;"PA";"Santa Maria das Barreiras";"Santa Maria das Barreiras"
263;14;"PA";"Santa Maria do Pará";"Santa Maria do Para"
264;14;"PA";"Santana do Araguaia";"Santana do Araguaia"
265;14;"PA";"Santarém";"Santarem"
266;14;"PA";"Santarém Novo";"Santarem Novo"
267;14;"PA";"Santo Antônio do Tauá";"Santo Antonio do Taua"
268;14;"PA";"São Caetano de Odivelas";"Sao Caetano de Odivelas"
269;14;"PA";"São Domingos do Araguaia";"Sao Domingos do Araguaia"
270;14;"PA";"São Domingos do Capim";"Sao Domingos do Capim"
271;14;"PA";"São Félix do Xingu";"Sao Felix do Xingu"
272;14;"PA";"São Francisco do Pará";"Sao Francisco do Para"
273;14;"PA";"São Geraldo do Araguaia";"Sao Geraldo do Araguaia"
274;14;"PA";"São João da Ponta";"Sao Joao da Ponta"
275;14;"PA";"São João de Pirabas";"Sao Joao de Pirabas"
276;14;"PA";"São João do Araguaia";"Sao Joao do Araguaia"
277;14;"PA";"São Miguel do Guamá";"Sao Miguel do Guama"
278;14;"PA";"São Sebastião da Boa Vista";"Sao Sebastiao da Boa Vista"
279;14;"PA";"Sapucaia";"Sapucaia"
280;14;"PA";"Senador José Porfírio";"Senador Jose Porfirio"
281;14;"PA";"Soure";"Soure"
282;14;"PA";"Tailândia";"Tailandia"
283;14;"PA";"Terra Alta";"Terra Alta"
284;14;"PA";"Terra Santa";"Terra Santa"
285;14;"PA";"Tomé-Açu";"Tome-Acu"
286;14;"PA";"Tracuateua";"Tracuateua"
287;14;"PA";"Trairão";"Trairao"
288;14;"PA";"Tucumã";"Tucuma"
289;14;"PA";"Tucuruí";"Tucurui"
290;14;"PA";"Ulianópolis";"Ulianopolis"
291;14;"PA";"Uruará";"Uruara"
292;14;"PA";"Vigia";"Vigia"
293;14;"PA";"Viseu";"Viseu"
294;14;"PA";"Vitória do Xingu";"Vitoria do Xingu"
295;14;"PA";"Xinguara";"Xinguara"
296;3;"AP";"Serra do Navio";"Serra do Navio"
297;3;"AP";"Amapá";"Amapa"
298;3;"AP";"Pedra Branca do Amapari";"Pedra Branca do Amapari"
299;3;"AP";"Calçoene";"Calcoene"
300;3;"AP";"Cutias";"Cutias"
301;3;"AP";"Ferreira Gomes";"Ferreira Gomes"
302;3;"AP";"Itaubal";"Itaubal"
303;3;"AP";"Laranjal do Jari";"Laranjal do Jari"
304;3;"AP";"Macapá";"Macapa"
305;3;"AP";"Mazagão";"Mazagao"
306;3;"AP";"Oiapoque";"Oiapoque"
307;3;"AP";"Porto Grande";"Porto Grande"
308;3;"AP";"Pracuúba";"Pracuuba"
309;3;"AP";"Santana";"Santana"
310;3;"AP";"Tartarugalzinho";"Tartarugalzinho"
311;3;"AP";"Vitória do Jari";"Vitoria do Jari"
312;26;"TO";"Abreulândia";"Abreulandia"
313;26;"TO";"Aguiarnópolis";"Aguiarnopolis"
314;26;"TO";"Aliança do Tocantins";"Alianca do Tocantins"
315;26;"TO";"Almas";"Almas"
316;26;"TO";"Alvorada";"Alvorada"
317;26;"TO";"Ananás";"Ananas"
318;26;"TO";"Angico";"Angico"
319;26;"TO";"Aparecida do Rio Negro";"Aparecida do Rio Negro"
320;26;"TO";"Aragominas";"Aragominas"
321;26;"TO";"Araguacema";"Araguacema"
322;26;"TO";"Araguaçu";"Araguacu"
323;26;"TO";"Araguaína";"Araguaina"
324;26;"TO";"Araguanã";"Araguana"
325;26;"TO";"Araguatins";"Araguatins"
326;26;"TO";"Arapoema";"Arapoema"
327;26;"TO";"Arraias";"Arraias"
328;26;"TO";"Augustinópolis";"Augustinopolis"
329;26;"TO";"Aurora do Tocantins";"Aurora do Tocantins"
330;26;"TO";"Axixá do Tocantins";"Axixa do Tocantins"
331;26;"TO";"Babaçulândia";"Babaculandia"
332;26;"TO";"Bandeirantes do Tocantins";"Bandeirantes do Tocantins"
333;26;"TO";"Barra do Ouro";"Barra do Ouro"
334;26;"TO";"Barrolândia";"Barrolandia"
335;26;"TO";"Bernardo Sayão";"Bernardo Sayao"
336;26;"TO";"Bom Jesus do Tocantins";"Bom Jesus do Tocantins"
337;26;"TO";"Brasilândia do Tocantins";"Brasilandia do Tocantins"
338;26;"TO";"Brejinho de Nazaré";"Brejinho de Nazare"
339;26;"TO";"Buriti do Tocantins";"Buriti do Tocantins"
340;26;"TO";"Cachoeirinha";"Cachoeirinha"
341;26;"TO";"Campos Lindos";"Campos Lindos"
342;26;"TO";"Cariri do Tocantins";"Cariri do Tocantins"
343;26;"TO";"Carmolândia";"Carmolandia"
344;26;"TO";"Carrasco Bonito";"Carrasco Bonito"
345;26;"TO";"Caseara";"Caseara"
346;26;"TO";"Centenário";"Centenario"
347;26;"TO";"Chapada de Areia";"Chapada de Areia"
348;26;"TO";"Chapada da Natividade";"Chapada da Natividade"
349;26;"TO";"Colinas do Tocantins";"Colinas do Tocantins"
350;26;"TO";"Combinado";"Combinado"
351;26;"TO";"Conceição do Tocantins";"Conceicao do Tocantins"
352;26;"TO";"Couto Magalhães";"Couto Magalhaes"
353;26;"TO";"Cristalândia";"Cristalandia"
354;26;"TO";"Crixás do Tocantins";"Crixas do Tocantins"
355;26;"TO";"Darcinópolis";"Darcinopolis"
356;26;"TO";"Dianópolis";"Dianopolis"
357;26;"TO";"Divinópolis do Tocantins";"Divinopolis do Tocantins"
358;26;"TO";"Dois Irmãos do Tocantins";"Dois Irmaos do Tocantins"
359;26;"TO";"Dueré";"Duere"
360;26;"TO";"Esperantina";"Esperantina"
361;26;"TO";"Fátima";"Fatima"
362;26;"TO";"Figueirópolis";"Figueiropolis"
363;26;"TO";"Filadélfia";"Filadelfia"
364;26;"TO";"Formoso do Araguaia";"Formoso do Araguaia"
365;26;"TO";"Fortaleza do Tabocão";"Fortaleza do Tabocao"
366;26;"TO";"Goianorte";"Goianorte"
367;26;"TO";"Goiatins";"Goiatins"
368;26;"TO";"Guaraí";"Guarai"
369;26;"TO";"Gurupi";"Gurupi"
370;26;"TO";"Ipueiras";"Ipueiras"
371;26;"TO";"Itacajá";"Itacaja"
372;26;"TO";"Itaguatins";"Itaguatins"
373;26;"TO";"Itapiratins";"Itapiratins"
374;26;"TO";"Itaporã do Tocantins";"Itapora do Tocantins"
375;26;"TO";"Jaú do Tocantins";"Jau do Tocantins"
376;26;"TO";"Juarina";"Juarina"
377;26;"TO";"Lagoa da Confusão";"Lagoa da Confusao"
378;26;"TO";"Lagoa do Tocantins";"Lagoa do Tocantins"
379;26;"TO";"Lajeado";"Lajeado"
380;26;"TO";"Lavandeira";"Lavandeira"
381;26;"TO";"Lizarda";"Lizarda"
382;26;"TO";"Luzinópolis";"Luzinopolis"
383;26;"TO";"Marianópolis do Tocantins";"Marianopolis do Tocantins"
384;26;"TO";"Mateiros";"Mateiros"
385;26;"TO";"Maurilândia do Tocantins";"Maurilandia do Tocantins"
386;26;"TO";"Miracema do Tocantins";"Miracema do Tocantins"
387;26;"TO";"Miranorte";"Miranorte"
388;26;"TO";"Monte do Carmo";"Monte do Carmo"
389;26;"TO";"Monte Santo do Tocantins";"Monte Santo do Tocantins"
390;26;"TO";"Palmeiras do Tocantins";"Palmeiras do Tocantins"
391;26;"TO";"Muricilândia";"Muricilandia"
392;26;"TO";"Natividade";"Natividade"
393;26;"TO";"Nazaré";"Nazare"
394;26;"TO";"Nova Olinda";"Nova Olinda"
395;26;"TO";"Nova Rosalândia";"Nova Rosalandia"
396;26;"TO";"Novo Acordo";"Novo Acordo"
397;26;"TO";"Novo Alegre";"Novo Alegre"
398;26;"TO";"Novo Jardim";"Novo Jardim"
399;26;"TO";"Oliveira de Fátima";"Oliveira de Fatima"
400;26;"TO";"Palmeirante";"Palmeirante"
401;26;"TO";"Palmeirópolis";"Palmeiropolis"
402;26;"TO";"Paraíso do Tocantins";"Paraiso do Tocantins"
403;26;"TO";"Paranã";"Parana"
404;26;"TO";"Pau D'Arco";"Pau D'Arco"
405;26;"TO";"Pedro Afonso";"Pedro Afonso"
406;26;"TO";"Peixe";"Peixe"
407;26;"TO";"Pequizeiro";"Pequizeiro"
408;26;"TO";"Colméia";"Colmeia"
409;26;"TO";"Pindorama do Tocantins";"Pindorama do Tocantins"
410;26;"TO";"Piraquê";"Piraque"
411;26;"TO";"Pium";"Pium"
412;26;"TO";"Ponte Alta do Bom Jesus";"Ponte Alta do Bom Jesus"
413;26;"TO";"Ponte Alta do Tocantins";"Ponte Alta do Tocantins"
414;26;"TO";"Porto Alegre do Tocantins";"Porto Alegre do Tocantins"
415;26;"TO";"Porto Nacional";"Porto Nacional"
416;26;"TO";"Praia Norte";"Praia Norte"
417;26;"TO";"Presidente Kennedy";"Presidente Kennedy"
418;26;"TO";"Pugmil";"Pugmil"
419;26;"TO";"Recursolândia";"Recursolandia"
420;26;"TO";"Riachinho";"Riachinho"
421;26;"TO";"Rio da Conceição";"Rio da Conceicao"
422;26;"TO";"Rio dos Bois";"Rio dos Bois"
423;26;"TO";"Rio Sono";"Rio Sono"
424;26;"TO";"Sampaio";"Sampaio"
425;26;"TO";"Sandolândia";"Sandolandia"
426;26;"TO";"Santa Fé do Araguaia";"Santa Fe do Araguaia"
427;26;"TO";"Santa Maria do Tocantins";"Santa Maria do Tocantins"
428;26;"TO";"Santa Rita do Tocantins";"Santa Rita do Tocantins"
429;26;"TO";"Santa Rosa do Tocantins";"Santa Rosa do Tocantins"
430;26;"TO";"Santa Tereza do Tocantins";"Santa Tereza do Tocantins"
431;26;"TO";"Santa Terezinha do Tocantins";"Santa Terezinha do Tocantins"
432;26;"TO";"São Bento do Tocantins";"Sao Bento do Tocantins"
433;26;"TO";"São Félix do Tocantins";"Sao Felix do Tocantins"
434;26;"TO";"São Miguel do Tocantins";"Sao Miguel do Tocantins"
435;26;"TO";"São Salvador do Tocantins";"Sao Salvador do Tocantins"
436;26;"TO";"São Sebastião do Tocantins";"Sao Sebastiao do Tocantins"
437;26;"TO";"São Valério";"Sao Valerio"
438;26;"TO";"Silvanópolis";"Silvanopolis"
439;26;"TO";"Sítio Novo do Tocantins";"Sitio Novo do Tocantins"
440;26;"TO";"Sucupira";"Sucupira"
441;26;"TO";"Taguatinga";"Taguatinga"
442;26;"TO";"Taipas do Tocantins";"Taipas do Tocantins"
443;26;"TO";"Talismã";"Talisma"
444;26;"TO";"Palmas";"Palmas"
445;26;"TO";"Tocantínia";"Tocantinia"
446;26;"TO";"Tocantinópolis";"Tocantinopolis"
447;26;"TO";"Tupirama";"Tupirama"
448;26;"TO";"Tupiratins";"Tupiratins"
449;26;"TO";"Wanderlândia";"Wanderlandia"
450;26;"TO";"Xambioá";"Xambioa"
451;10;"MA";"Açailândia";"Acailandia"
452;10;"MA";"Afonso Cunha";"Afonso Cunha"
453;10;"MA";"Água Doce do Maranhão";"Agua Doce do Maranhao"
454;10;"MA";"Alcântara";"Alcantara"
455;10;"MA";"Aldeias Altas";"Aldeias Altas"
456;10;"MA";"Altamira do Maranhão";"Altamira do Maranhao"
457;10;"MA";"Alto Alegre do Maranhão";"Alto Alegre do Maranhao"
458;10;"MA";"Alto Alegre do Pindaré";"Alto Alegre do Pindare"
459;10;"MA";"Alto Parnaíba";"Alto Parnaiba"
460;10;"MA";"Amapá do Maranhão";"Amapa do Maranhao"
461;10;"MA";"Amarante do Maranhão";"Amarante do Maranhao"
462;10;"MA";"Anajatuba";"Anajatuba"
463;10;"MA";"Anapurus";"Anapurus"
464;10;"MA";"Apicum-Açu";"Apicum-Acu"
465;10;"MA";"Araguanã";"Araguana"
466;10;"MA";"Araioses";"Araioses"
467;10;"MA";"Arame";"Arame"
468;10;"MA";"Arari";"Arari"
469;10;"MA";"Axixá";"Axixa"
470;10;"MA";"Bacabal";"Bacabal"
471;10;"MA";"Bacabeira";"Bacabeira"
472;10;"MA";"Bacuri";"Bacuri"
473;10;"MA";"Bacurituba";"Bacurituba"
474;10;"MA";"Balsas";"Balsas"
475;10;"MA";"Barão de Grajaú";"Barao de Grajau"
476;10;"MA";"Barra do Corda";"Barra do Corda"
477;10;"MA";"Barreirinhas";"Barreirinhas"
478;10;"MA";"Belágua";"Belagua"
479;10;"MA";"Bela Vista do Maranhão";"Bela Vista do Maranhao"
480;10;"MA";"Benedito Leite";"Benedito Leite"
481;10;"MA";"Bequimão";"Bequimao"
482;10;"MA";"Bernardo do Mearim";"Bernardo do Mearim"
483;10;"MA";"Boa Vista do Gurupi";"Boa Vista do Gurupi"
484;10;"MA";"Bom Jardim";"Bom Jardim"
485;10;"MA";"Bom Jesus das Selvas";"Bom Jesus das Selvas"
486;10;"MA";"Bom Lugar";"Bom Lugar"
487;10;"MA";"Brejo";"Brejo"
488;10;"MA";"Brejo de Areia";"Brejo de Areia"
489;10;"MA";"Buriti";"Buriti"
490;10;"MA";"Buriti Bravo";"Buriti Bravo"
491;10;"MA";"Buriticupu";"Buriticupu"
492;10;"MA";"Buritirana";"Buritirana"
493;10;"MA";"Cachoeira Grande";"Cachoeira Grande"
494;10;"MA";"Cajapió";"Cajapio"
495;10;"MA";"Cajari";"Cajari"
496;10;"MA";"Campestre do Maranhão";"Campestre do Maranhao"
497;10;"MA";"Cândido Mendes";"Candido Mendes"
498;10;"MA";"Cantanhede";"Cantanhede"
499;10;"MA";"Capinzal do Norte";"Capinzal do Norte"
500;10;"MA";"Carolina";"Carolina"
501;10;"MA";"Carutapera";"Carutapera"
502;10;"MA";"Caxias";"Caxias"
503;10;"MA";"Cedral";"Cedral"
504;10;"MA";"Central do Maranhão";"Central do Maranhao"
505;10;"MA";"Centro do Guilherme";"Centro do Guilherme"
506;10;"MA";"Centro Novo do Maranhão";"Centro Novo do Maranhao"
507;10;"MA";"Chapadinha";"Chapadinha"
508;10;"MA";"Cidelândia";"Cidelandia"
509;10;"MA";"Codó";"Codo"
510;10;"MA";"Coelho Neto";"Coelho Neto"
511;10;"MA";"Colinas";"Colinas"
512;10;"MA";"Conceição do Lago-Açu";"Conceicao do Lago-Acu"
513;10;"MA";"Coroatá";"Coroata"
514;10;"MA";"Cururupu";"Cururupu"
